system:index,area_km2,length_km,site_no,sum,.geo
000000000000000000a1,0.016634539,0.47376,sierra_leone_pampan_river_gold_diamond_region_2,5.264,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,0.007836271,0.236611765,sierra_leone_pampan_river_gold_diamond_region_3,2.629019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,0.042817114,0.580097647,sierra_leone_pampan_river_gold_diamond_region_4,6.445529412,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,0.051324022,0.920484706,sierra_leone_pampan_river_gold_diamond_region_5,10.22760784,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,0.001557209,0.095064706,sierra_leone_pampan_river_gold_diamond_region_6,1.05627451,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,0.013491844,0.506315294,sierra_leone_pampan_river_gold_diamond_region_7,5.62572549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,0.041378284,0.970535294,sierra_leone_pampan_river_gold_diamond_region_8,10.78372549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,0.069766243,0.551361176,sierra_leone_pampan_river_gold_diamond_region_9,6.126235294,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,0.060242578,0.958334118,sierra_leone_pampan_river_gold_diamond_region_10,10.64815686,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,0.039736089,0.704851765,sierra_leone_pampan_river_gold_diamond_region_11,7.831686275,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,0.585086601,3.486554118,sierra_leone_pampan_river_gold_diamond_region_12,38.7394902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,0.020877113,0.58008,sierra_leone_pampan_river_gold_diamond_region_13,6.445333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,0.011718812,0.641855294,sierra_leone_pampan_river_gold_diamond_region_14,7.13172549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,0.046120809,0.737901176,sierra_leone_pampan_river_gold_diamond_region_15,8.198901961,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,0.059598714,0.999847059,sierra_leone_pampan_river_gold_diamond_region_16,11.10941176,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,0.046674174,0.764657647,sierra_leone_pampan_river_gold_diamond_region_17,8.496196078,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,0.041703965,0.507790588,sierra_leone_pampan_river_gold_diamond_region_18,5.642117647,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,0.089152251,0.950350588,sierra_leone_pampan_river_gold_diamond_region_19,10.55945098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,28.11580861,104.6600118,peru_la_pampa_south_agm_region_1,1162.88902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,11.69755007,46.48713529,peru_la_pampa_south_agm_region_2,516.5237255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,9.079069665,33.69814235,peru_la_pampa_south_agm_region_3,374.4238039,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,0.202894864,0.40158,peru_la_pampa_south_agm_region_4,4.462,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,0.108556708,1.312567059,peru_la_pampa_south_agm_region_5,14.58407843,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,0.025016634,0.356823529,peru_la_pampa_south_agm_region_6,3.964705882,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,0.017991417,0.001492941,peru_la_pampa_south_agm_region_7,0.016588235,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,0.041156245,0.398876471,peru_la_pampa_south_agm_region_8,4.431960784,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,0.036566136,0,peru_la_pampa_south_agm_region_9,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,0.040093594,0.526051765,peru_la_pampa_south_agm_region_10,5.845019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,0.034134555,0.078271765,peru_la_pampa_south_agm_region_11,0.869686275,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,0.006929265,0.270123529,peru_la_pampa_south_agm_region_12,3.001372549,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,0.012415267,0.676665882,peru_la_pampa_south_agm_region_13,7.518509804,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,0.017041437,0.640634118,peru_la_pampa_south_agm_region_14,7.118156863,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,0.05431643,0.129370588,peru_la_pampa_south_agm_region_15,1.43745098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,0.031958702,0.510585882,peru_la_pampa_south_agm_region_16,5.673176471,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,44.72287517,156.6704965,peru_la_pampa_south_agm_region_17,1740.783294,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,0.023129991,0.35028,peru_la_pampa_south_agm_region_18,3.892,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,0.072182685,0.545929412,peru_la_pampa_south_agm_region_19,6.065882353,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,0.030409955,0.251809412,peru_la_pampa_south_agm_region_20,2.797882353,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,0.038741887,0.750430588,peru_la_pampa_south_agm_region_21,8.338117647,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,0.084742575,0.818163529,peru_la_pampa_south_agm_region_22,9.090705882,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,0.038707238,0.241856471,peru_la_pampa_south_agm_region_23,2.687294118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,0.009346617,0.31536,peru_la_pampa_south_agm_region_25,3.504,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,0.472172543,8.340832941,ecuador_rio_rircay_agm_region_1,92.67592157,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,0.569111899,14.49037059,ecuador_rio_rircay_agm_region_2,161.0041176,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,1.180290742,8.715095294,ecuador_rio_rircay_agm_region_3,96.83439216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,0.201726066,2.119987059,ecuador_rio_rircay_agm_region_3,23.55541176,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,0.043346712,0.163711765,indonesia_kulu_agm_region_1,1.819019608,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,0.00760105,0.390564706,indonesia_kulu_agm_region_2,4.339607843,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,0.043001713,0.736224706,indonesia_kulu_agm_region_3,8.18027451,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,0.522733081,4.995804706,indonesia_kulu_agm_region_3,55.50894118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,0.072542799,0.988365882,indonesia_kulu_agm_region_4,10.98184314,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,0.086667179,1.177203529,indonesia_kulu_agm_region_6,13.08003922,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,0.066163505,1.224434118,indonesia_kulu_agm_region_7,13.60482353,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,0.040308563,0.967584706,indonesia_kulu_agm_region_8,10.75094118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,0.074401413,1.754054118,indonesia_kulu_agm_region_9,19.4894902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,1.496098026,12.48044118,indonesia_madreng_agm_region_1,138.6715686,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,0.127988176,2.222823529,indonesia_madreng_agm_region_2,24.69803922,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,0.017851253,0.474550588,indonesia_madreng_agm_region_3,5.272784314,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,0.023313182,0.778023529,indonesia_madreng_agm_region_4,8.644705882,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,0.012423299,0.389858824,indonesia_madreng_agm_region_5,4.331764706,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,0.159148289,2.837477647,indonesia_madreng_agm_region_6,31.52752941,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,0.053253983,1.965857647,indonesia_madreng_agm_region_7,21.84286275,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,0.240934111,4.152098824,indonesia_madreng_agm_region_8,46.13443137,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,3.678772231,20.39038235,venezuela_yapacana_south_agm_region_TSTM_1,226.5598039,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,1.825057499,8.479468235,venezuela_yapacana_south_agm_region_TSTM_2,94.21631373,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,0.260300459,2.160501176,venezuela_yapacana_south_agm_region_TSTM_3,24.00556863,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,0.164344052,1.555951765,venezuela_yapacana_south_agm_region_TSTM_4,17.28835294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,0.41221494,2.968298824,venezuela_yapacana_south_agm_region_TSTM_5,32.98109804,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,0.115649949,0.935943529,venezuela_yapacana_south_agm_region_TSTM_6,10.39937255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,0.267343777,1.552849412,venezuela_yapacana_south_agm_region_TSTM_7,17.25388235,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,0.196948592,1.668564706,venezuela_yapacana_south_agm_region_TSTM_7,18.53960784,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,1.360484649,5.899432941,venezuela_yapacana_south_agm_region_TSTM_8,65.5492549,"{""type"":""MultiPoint"",""coordinates"":[]}"
0.00E+00,1.944749113,6.338209412,venezuela_yapacana_south_agm_region_TSTM_9,70.42454902,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,0.061258383,0.495208235,venezuela_yapacana_south_agm_region_TSTM_10,5.502313725,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,0.270208929,3.310009412,venezuela_yapacana_south_agm_region_TSTM_11,36.77788235,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,0.075832248,0.755767059,venezuela_yapacana_south_agm_region_TSTM_12,8.397411765,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,0.158744236,1.202816471,venezuela_yapacana_south_agm_region_TSTM_13,13.36462745,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,0.143074843,1.024284706,venezuela_yapacana_south_agm_region_TSTM_14,11.38094118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,0.854807987,3.277863529,myanmar_chindwin_river_hkamti_agm_region_1,36.42070588,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,6.230077425,26.37113647,myanmar_chindwin_river_hkamti_agm_region_2,293.0126275,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,0.388372344,2.496974118,myanmar_chindwin_river_hkamti_agm_region_3,27.74415686,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,0.220932677,1.679163529,myanmar_chindwin_river_hkamti_agm_region_4,18.65737255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,0.029798581,1.119903529,myanmar_chindwin_river_hkamti_agm_region_5,12.44337255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,0.029495179,0.286108235,myanmar_chindwin_river_hkamti_agm_region_6,3.178980392,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,0.062048308,0.492292941,myanmar_chindwin_river_hkamti_agm_region_7,5.469921569,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,0.056571658,0.447808235,myanmar_chindwin_river_hkamti_agm_region_8,4.975647059,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,0.04529473,0.748291765,myanmar_chindwin_river_hkamti_agm_region_9,8.314352941,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,0.015874747,0.124238824,myanmar_chindwin_river_hkamti_agm_region_10,1.380431373,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,0.023228188,0.320985882,myanmar_chindwin_river_hkamti_agm_region_11,3.566509804,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,0.026775482,0.007058824,myanmar_chindwin_river_hkamti_agm_region_12,0.078431373,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,0.086657339,0.888547059,myanmar_chindwin_river_hkamti_agm_region_13,9.872745098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,0.215560186,3.511567059,myanmar_chindwin_river_hkamti_agm_region_14,39.01741176,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,0.613085531,7.113730588,myanmar_chindwin_river_hkamti_agm_region_15,79.04145098,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,0.039775811,0.863463529,myanmar_chindwin_river_hkamti_agm_region_16,9.594039216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,0.021668673,0.631281176,myanmar_chindwin_river_hkamti_agm_region_17,7.014235294,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,0.088853379,2.310024706,myanmar_chindwin_river_hkamti_agm_region_18,25.66694118,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,0.044370738,0.732465882,myanmar_chindwin_river_hkamti_agm_region_19,8.138509804,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,0.96835914,4.304911765,myanmar_chindwin_river_hkamti_agm_region_20,47.83235294,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.036301087,1.374367059,myanmar_chindwin_river_hkamti_agm_region_21,15.2707451,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,0.469337063,3.637496471,myanmar_chindwin_river_hkamti_agm_region_22,40.41662745,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,0.805691403,3.230565882,myanmar_chindwin_river_hkamti_agm_region_23,35.89517647,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,1.613410138,6.580535294,myanmar_chindwin_river_hkamti_agm_region_24,73.11705882,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,0.311324577,3.186169412,myanmar_chindwin_river_hkamti_agm_region_25,35.40188235,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,0.020983755,0,myanmar_chindwin_river_hkamti_agm_region_26,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,0.315957254,1.849761176,myanmar_chindwin_river_hkamti_agm_region_27,20.55290196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,0.57111989,2.613151765,myanmar_chindwin_river_hkamti_agm_region_28,29.03501961,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b,0.273781795,2.361165882,myanmar_chindwin_river_hkamti_agm_region_29,26.23517647,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c,0.093422304,0.42402,myanmar_chindwin_river_hkamti_agm_region_30,4.711333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d,1.181821522,5.662694118,myanmar_chindwin_river_hkamti_agm_region_31,62.91882353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e,0.003316576,0.198984706,myanmar_chindwin_river_hkamti_agm_region_32,2.210941176,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f,0.132572835,0.609003529,myanmar_chindwin_river_hkamti_agm_region_33,6.766705882,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,0.095435155,1.203797647,myanmar_chindwin_river_hkamti_agm_region_34,13.37552941,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,0.129513692,0.320855294,myanmar_chindwin_river_hkamti_agm_region_35,3.565058824,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,0.030212963,0.03018,myanmar_chindwin_river_hkamti_agm_region_36,0.335333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,0.074222762,0.719742353,myanmar_chindwin_river_hkamti_agm_region_37,7.997137255,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,0.090827418,1.477132941,russia_mongolia_border_agm_region_TSTM_TSTM_1,16.41258824,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,1.915930546,18.16796118,russia_mongolia_border_agm_region_TSTM_2,201.8662353,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,1.38892693,11.34339882,russia_mongolia_border_agm_region_TSTM_3,126.0377647,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,0.462528631,5.517490588,russia_mongolia_border_agm_region_TSTM_4,61.30545098,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,0.477884631,5.665355294,russia_mongolia_border_agm_region_TSTM_5,62.94839216,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,1.404036189,15.79202118,russia_mongolia_border_agm_region_TSTM_6,175.466902,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011a,0.273265831,6.396652941,russia_mongolia_border_agm_region_TSTM_7,71.07392157,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b,1.672191558,25.97132118,russia_mongolia_border_agm_region_TSTM_8,288.5702353,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011c,0.018791584,0.076637647,myanmar_theinkun_agm_region_1,0.851529412,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d,0.014471442,0.349330588,myanmar_theinkun_agm_region_2,3.88145098,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e,1.589920552,13.56668118,myanmar_theinkun_agm_region_3,150.740902,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f,2.193069729,18.1011,myanmar_theinkun_agm_region_4,201.1233333,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,6.382183686,52.87295647,indonesia_tutut_agm_region_1,587.4772941,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,13.2140453,69.35343529,indonesia_tutut_agm_region_2,770.5937255,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,5.260309042,30.27348,indonesia_tutut_agm_region_3,336.372,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,3.249025103,25.27730118,indonesia_tutut_agm_region_4,280.858902,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,0.142498487,3.378225882,indonesia_tutut_agm_region_5,37.53584314,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,208.5639182,596.3586212,indonesia_central_kalimantan_kahayan_agm_region_1,6626.206902,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2.115798485,16.29134471,indonesia_central_kalimantan_kahayan_agm_region_2,181.0149412,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,10.18410399,38.85653647,indonesia_central_kalimantan_kahayan_agm_region_3,431.7392941,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,4.884563279,17.52818824,indonesia_central_kalimantan_kahayan_agm_region_4,194.7576471,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2.859907242,23.09079176,indonesia_central_kalimantan_kahayan_agm_region_5,256.5643529,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a,1.05323981,4.553262353,indonesia_central_kalimantan_kahayan_agm_region_6,50.59180392,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,0.530948578,2.222650588,indonesia_central_kalimantan_kahayan_agm_region_7,24.69611765,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c,5.889714178,21.89439529,indonesia_central_kalimantan_kahayan_agm_region_8,243.2710588,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d,4.992836378,15.94000941,indonesia_central_kalimantan_kahayan_agm_region_9,177.1112157,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e,4.587930739,15.63039176,indonesia_central_kalimantan_kahayan_agm_region_10,173.6710196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f,32.78428553,80.49649059,indonesia_central_kalimantan_kahayan_agm_region_11,894.405451,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,4.78532886,20.09810118,indonesia_central_kalimantan_kahayan_agm_region_12,223.3122353,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,7.602920739,28.51592824,indonesia_central_kalimantan_kahayan_agm_region_13,316.8436471,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,1.157081731,7.727054118,indonesia_central_kalimantan_kahayan_agm_region_14,85.85615686,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,17.81195131,95.72020235,indonesia_central_kalimantan_kahayan_agm_region_15,1063.557804,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,28.79448838,118.9306765,indonesia_central_kalimantan_kahayan_agm_region_16,1321.451961,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,19.09232008,95.02485882,indonesia_central_kalimantan_kahayan_agm_region_17,1055.831765,"{""type"":""MultiPoint"",""coordinates"":[]}"